"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"1085598","R1.030","R2.087","R3.030","P1.05","P2.04",1,1,0,1
"1085815","R1.030","R2.088","R3.055","P1.05","P2.04",1,1,0,1
"1085841","R1.030","R2.088","R3.081","P1.05","P2.04",1,1,0,1
"1086019","R1.030","R2.089","R3.067","P1.05","P2.04",1,1,0,1
"1086023","R1.030","R2.089","R3.071","P1.05","P2.04",3,3,0,3
"1086044","R1.030","R2.089","R3.092","P1.05","P2.04",1,1,0,1
"1086382","R1.030","R2.091","R3.046","P1.05","P2.04",1,2,0.5,1
"1086391","R1.030","R2.091","R3.055","P1.05","P2.04",1,1,0,1
"1086415","R1.030","R2.091","R3.079","P1.05","P2.04",2,2,0,2
"1086429","R1.030","R2.091","R3.093","P1.05","P2.04",1,1,0,1
"1086597","R1.030","R2.092","R3.069","P1.05","P2.04",1,1,0,1
"1086621","R1.030","R2.092","R3.093","P1.05","P2.04",1,1,0,1
"1086738","R1.030","R2.093","R3.018","P1.05","P2.04",1,1,0,1
"1086778","R1.030","R2.093","R3.058","P1.05","P2.04",1,1,0,1
"1087316","R1.030","R2.096","R3.020","P1.05","P2.04",2,2,0,2
"1087338","R1.030","R2.096","R3.042","P1.05","P2.04",1,3,0.666666666666667,1
"1087353","R1.030","R2.096","R3.057","P1.05","P2.04",1,1,0,1
"1105945","R1.031","R2.001","R3.025","P1.05","P2.04",1,1,0,1
"1105957","R1.031","R2.001","R3.037","P1.05","P2.04",1,1,0,1
"1106147","R1.031","R2.002","R3.035","P1.05","P2.04",1,1,0,1
"1106155","R1.031","R2.002","R3.043","P1.05","P2.04",1,1,0,1
"1106190","R1.031","R2.002","R3.078","P1.05","P2.04",1,1,0,1
"1106366","R1.031","R2.003","R3.062","P1.05","P2.04",1,1,0,1
"1106390","R1.031","R2.003","R3.086","P1.05","P2.04",2,2,0,2
"1106532","R1.031","R2.004","R3.036","P1.05","P2.04",1,1,0,1
"1106580","R1.031","R2.004","R3.084","P1.05","P2.04",1,1,0,1
"1106583","R1.031","R2.004","R3.087","P1.05","P2.04",1,1,0,1
"1107139","R1.031","R2.007","R3.067","P1.05","P2.04",1,1,0,1
"1107167","R1.031","R2.007","R3.095","P1.05","P2.04",1,1,0,1
"1107334","R1.031","R2.008","R3.070","P1.05","P2.04",1,1,0,1
"1107521","R1.031","R2.009","R3.065","P1.05","P2.04",1,1,0,1
"1107540","R1.031","R2.009","R3.084","P1.05","P2.04",1,1,0,1
"1107687","R1.031","R2.010","R3.039","P1.05","P2.04",1,1,0,1
"1107739","R1.031","R2.010","R3.091","P1.05","P2.04",1,1,0,1
"1107915","R1.031","R2.011","R3.075","P1.05","P2.04",1,3,0.666666666666667,1
"1108115","R1.031","R2.012","R3.083","P1.05","P2.04",1,1,0,1
"1108125","R1.031","R2.012","R3.093","P1.05","P2.04",1,1,0,1
"1108229","R1.031","R2.013","R3.005","P1.05","P2.04",1,1,0,1
"1108282","R1.031","R2.013","R3.058","P1.05","P2.04",1,1,0,1
"1108427","R1.031","R2.014","R3.011","P1.05","P2.04",1,1,0,1
"1108692","R1.031","R2.015","R3.084","P1.05","P2.04",1,2,0.5,1
"1108801","R1.031","R2.016","R3.001","P1.05","P2.04",1,1,0,1
"1108835","R1.031","R2.016","R3.035","P1.05","P2.04",1,1,0,1
"1108863","R1.031","R2.016","R3.063","P1.05","P2.04",1,1,0,1
"1109009","R1.031","R2.017","R3.017","P1.05","P2.04",1,1,0,1
"1109063","R1.031","R2.017","R3.071","P1.05","P2.04",2,2,0,2
"1109380","R1.031","R2.019","R3.004","P1.05","P2.04",1,1,0,1
"1109450","R1.031","R2.019","R3.074","P1.05","P2.04",1,1,0,1
"1109599","R1.031","R2.020","R3.031","P1.05","P2.04",1,1,0,1
"1109662","R1.031","R2.020","R3.094","P1.05","P2.04",1,1,0,1
"1109774","R1.031","R2.021","R3.014","P1.05","P2.04",1,2,0.5,1
"1109850","R1.031","R2.021","R3.090","P1.05","P2.04",1,2,0.5,1
"1110149","R1.031","R2.023","R3.005","P1.05","P2.04",1,1,0,1
"1110205","R1.031","R2.023","R3.061","P1.05","P2.04",1,1,0,1
"1110417","R1.031","R2.024","R3.081","P1.05","P2.04",2,2,0,2
"1110545","R1.031","R2.025","R3.017","P1.05","P2.04",1,1,0,1
"1110546","R1.031","R2.025","R3.018","P1.05","P2.04",1,1,0,1
"1110571","R1.031","R2.025","R3.043","P1.05","P2.04",1,1,0,1
"1110584","R1.031","R2.025","R3.056","P1.05","P2.04",1,1,0,1
"1110598","R1.031","R2.025","R3.070","P1.05","P2.04",1,1,0,1
"1110721","R1.031","R2.026","R3.001","P1.05","P2.04",1,1,0,1
"1110804","R1.031","R2.026","R3.084","P1.05","P2.04",1,1,0,1
"1111130","R1.031","R2.028","R3.026","P1.05","P2.04",2,3,0.333333333333333,3
"1111359","R1.031","R2.029","R3.063","P1.05","P2.04",3,3,0,3
"1111529","R1.031","R2.030","R3.041","P1.05","P2.04",1,1,0,1
"1111554","R1.031","R2.030","R3.066","P1.05","P2.04",1,1,0,1
"1111567","R1.031","R2.030","R3.079","P1.05","P2.04",1,1,0,1
"1111702","R1.031","R2.031","R3.022","P1.05","P2.04",1,1,0,1
"1111713","R1.031","R2.031","R3.033","P1.05","P2.04",1,1,0,1
"1111907","R1.031","R2.032","R3.035","P1.05","P2.04",1,2,0.5,1
"1111932","R1.031","R2.032","R3.060","P1.05","P2.04",1,1,0,1
"1111933","R1.031","R2.032","R3.061","P1.05","P2.04",1,1,0,1
"1112084","R1.031","R2.033","R3.020","P1.05","P2.04",1,1,0,1
"1112111","R1.031","R2.033","R3.047","P1.05","P2.04",1,1,0,1
"1112647","R1.031","R2.036","R3.007","P1.05","P2.04",1,1,0,1
"1112726","R1.031","R2.036","R3.086","P1.05","P2.04",1,1,0,1
"1112835","R1.031","R2.037","R3.003","P1.05","P2.04",1,1,0,1
"1112873","R1.031","R2.037","R3.041","P1.05","P2.04",1,2,0.5,1
"1112906","R1.031","R2.037","R3.074","P1.05","P2.04",1,1,0,1
"1113091","R1.031","R2.038","R3.067","P1.05","P2.04",1,1,0,1
"1113108","R1.031","R2.038","R3.084","P1.05","P2.04",1,1,0,1
"1113246","R1.031","R2.039","R3.030","P1.05","P2.04",1,1,0,1
"1113430","R1.031","R2.040","R3.022","P1.05","P2.04",1,1,0,1
"1113483","R1.031","R2.040","R3.075","P1.05","P2.04",1,1,0,1
"1113676","R1.031","R2.041","R3.076","P1.05","P2.04",1,1,0,1
"1113810","R1.031","R2.042","R3.018","P1.05","P2.04",1,1,0,1
"1113985","R1.031","R2.043","R3.001","P1.05","P2.04",1,1,0,1
"1114042","R1.031","R2.043","R3.058","P1.05","P2.04",2,2,0,2
"1114058","R1.031","R2.043","R3.074","P1.05","P2.04",1,1,0,1
"1114066","R1.031","R2.043","R3.082","P1.05","P2.04",1,1,0,1
"1114178","R1.031","R2.044","R3.002","P1.05","P2.04",1,1,0,1
"1114202","R1.031","R2.044","R3.026","P1.05","P2.04",1,1,0,1
"1114265","R1.031","R2.044","R3.089","P1.05","P2.04",1,1,0,1
"1114419","R1.031","R2.045","R3.051","P1.05","P2.04",1,1,0,1
"1114423","R1.031","R2.045","R3.055","P1.05","P2.04",1,1,0,1
"1114425","R1.031","R2.045","R3.057","P1.05","P2.04",1,1,0,1
"1114567","R1.031","R2.046","R3.007","P1.05","P2.04",1,1,0,1
"1114568","R1.031","R2.046","R3.008","P1.05","P2.04",1,1,0,1
"1114757","R1.031","R2.047","R3.005","P1.05","P2.04",1,1,0,1
"1115159","R1.031","R2.049","R3.023","P1.05","P2.04",1,1,0,1
"1115162","R1.031","R2.049","R3.026","P1.05","P2.04",1,1,0,1
"1115182","R1.031","R2.049","R3.046","P1.05","P2.04",2,2,0,2
"1115333","R1.031","R2.050","R3.005","P1.05","P2.04",1,1,0,1
"1115365","R1.031","R2.050","R3.037","P1.05","P2.04",1,1,0,1
"1115419","R1.031","R2.050","R3.091","P1.05","P2.04",1,1,0,1
"1115573","R1.031","R2.051","R3.053","P1.05","P2.04",2,3,0.333333333333333,3
"1115582","R1.031","R2.051","R3.062","P1.05","P2.04",1,2,0.5,1
"1115599","R1.031","R2.051","R3.079","P1.05","P2.04",1,1,0,1
"1115766","R1.031","R2.052","R3.054","P1.05","P2.04",1,1,0,1
"1116332","R1.031","R2.055","R3.044","P1.05","P2.04",1,2,0.5,1
"1117086","R1.031","R2.059","R3.030","P1.05","P2.04",1,1,0,1
"1117097","R1.031","R2.059","R3.041","P1.05","P2.04",1,1,0,1
"1117321","R1.031","R2.060","R3.073","P1.05","P2.04",1,1,0,1
"1117501","R1.031","R2.061","R3.061","P1.05","P2.04",1,1,0,1
"1117666","R1.031","R2.062","R3.034","P1.05","P2.04",1,1,0,1
"1118054","R1.031","R2.064","R3.038","P1.05","P2.04",1,1,0,1
"1118407","R1.031","R2.066","R3.007","P1.05","P2.04",1,1,0,1
"1118647","R1.031","R2.067","R3.055","P1.05","P2.04",1,1,0,1
"1118649","R1.031","R2.067","R3.057","P1.05","P2.04",1,1,0,1
"1118651","R1.031","R2.067","R3.059","P1.05","P2.04",1,1,0,1
"1118802","R1.031","R2.068","R3.018","P1.05","P2.04",1,1,0,1
"1118845","R1.031","R2.068","R3.061","P1.05","P2.04",4,5,0.2,11
"1118996","R1.031","R2.069","R3.020","P1.05","P2.04",2,2,0,2
"1119009","R1.031","R2.069","R3.033","P1.05","P2.04",2,2,0,2
"1119040","R1.031","R2.069","R3.064","P1.05","P2.04",1,2,0.5,1
"1119064","R1.031","R2.069","R3.088","P1.05","P2.04",1,1,0,1
"1119215","R1.031","R2.070","R3.047","P1.05","P2.04",1,1,0,1
"1119436","R1.031","R2.071","R3.076","P1.05","P2.04",1,1,0,1
"1119453","R1.031","R2.071","R3.093","P1.05","P2.04",1,1,0,1
"1119569","R1.031","R2.072","R3.017","P1.05","P2.04",3,4,0.25,7
"1119611","R1.031","R2.072","R3.059","P1.05","P2.04",1,1,0,1
"1119620","R1.031","R2.072","R3.068","P1.05","P2.04",1,1,0,1
"1119775","R1.031","R2.073","R3.031","P1.05","P2.04",1,1,0,1
"1119797","R1.031","R2.073","R3.053","P1.05","P2.04",1,1,0,1
"1119946","R1.031","R2.074","R3.010","P1.05","P2.04",1,1,0,1
"1120002","R1.031","R2.074","R3.066","P1.05","P2.04",1,1,0,1
"1120008","R1.031","R2.074","R3.072","P1.05","P2.04",1,1,0,1
"1120129","R1.031","R2.075","R3.001","P1.05","P2.04",1,1,0,1
"1120155","R1.031","R2.075","R3.027","P1.05","P2.04",1,1,0,1
"1120328","R1.031","R2.076","R3.008","P1.05","P2.04",1,1,0,1
"1120393","R1.031","R2.076","R3.073","P1.05","P2.04",1,1,0,1
"1120767","R1.031","R2.078","R3.063","P1.05","P2.04",1,1,0,1
"1120957","R1.031","R2.079","R3.061","P1.05","P2.04",1,1,0,1
"1121119","R1.031","R2.080","R3.031","P1.05","P2.04",1,1,0,1
"1121158","R1.031","R2.080","R3.070","P1.05","P2.04",1,1,0,1
"1121301","R1.031","R2.081","R3.021","P1.05","P2.04",3,3,0,3
"1121521","R1.031","R2.082","R3.049","P1.05","P2.04",1,1,0,1
"1121687","R1.031","R2.083","R3.023","P1.05","P2.04",2,2,0,2
"1121740","R1.031","R2.083","R3.076","P1.05","P2.04",1,1,0,1
"1121938","R1.031","R2.084","R3.082","P1.05","P2.04",1,1,0,1
"1121949","R1.031","R2.084","R3.093","P1.05","P2.04",1,1,0,1
"1122095","R1.031","R2.085","R3.047","P1.05","P2.04",1,1,0,1
"1122144","R1.031","R2.085","R3.096","P1.05","P2.04",2,2,0,2
"1122244","R1.031","R2.086","R3.004","P1.05","P2.04",1,1,0,1
"1122475","R1.031","R2.087","R3.043","P1.05","P2.04",2,2,0,2
"1122648","R1.031","R2.088","R3.024","P1.05","P2.04",1,1,0,1
"1122657","R1.031","R2.088","R3.033","P1.05","P2.04",1,1,0,1
"1122821","R1.031","R2.089","R3.005","P1.05","P2.04",1,1,0,1
"1122848","R1.031","R2.089","R3.032","P1.05","P2.04",2,3,0.333333333333333,3
"1122901","R1.031","R2.089","R3.085","P1.05","P2.04",1,1,0,1
"1123032","R1.031","R2.090","R3.024","P1.05","P2.04",1,1,0,1
"1123290","R1.031","R2.091","R3.090","P1.05","P2.04",2,3,0.333333333333333,3
"1123412","R1.031","R2.092","R3.020","P1.05","P2.04",1,1,0,1
"1123451","R1.031","R2.092","R3.059","P1.05","P2.04",1,1,0,1
"1123664","R1.031","R2.093","R3.080","P1.05","P2.04",2,2,0,2
"1123670","R1.031","R2.093","R3.086","P1.05","P2.04",1,1,0,1
"1123820","R1.031","R2.094","R3.044","P1.05","P2.04",1,1,0,1
"1123994","R1.031","R2.095","R3.026","P1.05","P2.04",1,1,0,1
"1124184","R1.031","R2.096","R3.024","P1.05","P2.04",1,1,0,1
"1124200","R1.031","R2.096","R3.040","P1.05","P2.04",1,1,0,1
"1124253","R1.031","R2.096","R3.093","P1.05","P2.04",1,1,0,1
"1124254","R1.031","R2.096","R3.094","P1.05","P2.04",1,1,0,1
"1124255","R1.031","R2.096","R3.095","P1.05","P2.04",1,1,0,1
"1142977","R1.032","R2.002","R3.001","P1.05","P2.04",1,1,0,1
"1142989","R1.032","R2.002","R3.013","P1.05","P2.04",1,1,0,1
"1143241","R1.032","R2.003","R3.073","P1.05","P2.04",1,1,0,1
"1143441","R1.032","R2.004","R3.081","P1.05","P2.04",1,1,0,1
"1143623","R1.032","R2.005","R3.071","P1.05","P2.04",1,1,0,1
"1143631","R1.032","R2.005","R3.079","P1.05","P2.04",1,1,0,1
"1144141","R1.032","R2.008","R3.013","P1.05","P2.04",1,1,0,1
"1144173","R1.032","R2.008","R3.045","P1.05","P2.04",1,1,0,1
"1144178","R1.032","R2.008","R3.050","P1.05","P2.04",1,1,0,1
"1144548","R1.032","R2.010","R3.036","P1.05","P2.04",1,1,0,1
"1144786","R1.032","R2.011","R3.082","P1.05","P2.04",1,1,0,1
"1144897","R1.032","R2.012","R3.001","P1.05","P2.04",1,2,0.5,1
"1144971","R1.032","R2.012","R3.075","P1.05","P2.04",1,1,0,1
"1145115","R1.032","R2.013","R3.027","P1.05","P2.04",1,1,0,1
"1145296","R1.032","R2.014","R3.016","P1.05","P2.04",1,1,0,1
"1145755","R1.032","R2.016","R3.091","P1.05","P2.04",1,1,0,1
"1145881","R1.032","R2.017","R3.025","P1.05","P2.04",1,1,0,1
"1145924","R1.032","R2.017","R3.068","P1.05","P2.04",2,2,0,2
"1146098","R1.032","R2.018","R3.050","P1.05","P2.04",1,1,0,1
"1146105","R1.032","R2.018","R3.057","P1.05","P2.04",1,1,0,1
"1146113","R1.032","R2.018","R3.065","P1.05","P2.04",1,1,0,1
"1146140","R1.032","R2.018","R3.092","P1.05","P2.04",1,1,0,1
"1146290","R1.032","R2.019","R3.050","P1.05","P2.04",1,1,0,1
"1146452","R1.032","R2.020","R3.020","P1.05","P2.04",1,1,0,1
"1146632","R1.032","R2.021","R3.008","P1.05","P2.04",1,2,0.5,1
"1146821","R1.032","R2.022","R3.005","P1.05","P2.04",1,1,0,1
"1147043","R1.032","R2.023","R3.035","P1.05","P2.04",1,2,0.5,1
"1147063","R1.032","R2.023","R3.055","P1.05","P2.04",3,3,0,3
"1147233","R1.032","R2.024","R3.033","P1.05","P2.04",1,1,0,1
"1147828","R1.032","R2.027","R3.052","P1.05","P2.04",1,1,0,1
"1147991","R1.032","R2.028","R3.023","P1.05","P2.04",1,1,0,1
"1148002","R1.032","R2.028","R3.034","P1.05","P2.04",1,1,0,1
"1148010","R1.032","R2.028","R3.042","P1.05","P2.04",1,1,0,1
"1148167","R1.032","R2.029","R3.007","P1.05","P2.04",1,1,0,1
"1148599","R1.032","R2.031","R3.055","P1.05","P2.04",1,1,0,1
"1148628","R1.032","R2.031","R3.084","P1.05","P2.04",1,1,0,1
"1148745","R1.032","R2.032","R3.009","P1.05","P2.04",1,1,0,1
"1148827","R1.032","R2.032","R3.091","P1.05","P2.04",1,1,0,1
"1148949","R1.032","R2.033","R3.021","P1.05","P2.04",1,1,0,1
"1149017","R1.032","R2.033","R3.089","P1.05","P2.04",1,1,0,1
"1149208","R1.032","R2.034","R3.088","P1.05","P2.04",1,1,0,1
"1149210","R1.032","R2.034","R3.090","P1.05","P2.04",1,1,0,1
"1149330","R1.032","R2.035","R3.018","P1.05","P2.04",1,3,0.666666666666667,1
"1149527","R1.032","R2.036","R3.023","P1.05","P2.04",1,1,0,1
"1149930","R1.032","R2.038","R3.042","P1.05","P2.04",1,1,0,1
"1149934","R1.032","R2.038","R3.046","P1.05","P2.04",1,1,0,1
"1150107","R1.032","R2.039","R3.027","P1.05","P2.04",1,1,0,1
"1150282","R1.032","R2.040","R3.010","P1.05","P2.04",1,1,0,1
"1150365","R1.032","R2.040","R3.093","P1.05","P2.04",1,1,0,1
"1150506","R1.032","R2.041","R3.042","P1.05","P2.04",1,1,0,1
"1150519","R1.032","R2.041","R3.055","P1.05","P2.04",1,1,0,1
"1150659","R1.032","R2.042","R3.003","P1.05","P2.04",1,1,0,1
"1150669","R1.032","R2.042","R3.013","P1.05","P2.04",1,1,0,1
"1150679","R1.032","R2.042","R3.023","P1.05","P2.04",1,1,0,1
"1150691","R1.032","R2.042","R3.035","P1.05","P2.04",1,2,0.5,1
"1150731","R1.032","R2.042","R3.075","P1.05","P2.04",1,1,0,1
"1151048","R1.032","R2.044","R3.008","P1.05","P2.04",1,1,0,1
"1151063","R1.032","R2.044","R3.023","P1.05","P2.04",1,1,0,1
"1151253","R1.032","R2.045","R3.021","P1.05","P2.04",1,1,0,1
"1151282","R1.032","R2.045","R3.050","P1.05","P2.04",1,2,0.5,1
"1151456","R1.032","R2.046","R3.032","P1.05","P2.04",1,1,0,1
"1151490","R1.032","R2.046","R3.066","P1.05","P2.04",1,1,0,1
"1151513","R1.032","R2.046","R3.089","P1.05","P2.04",1,1,0,1
"1151629","R1.032","R2.047","R3.013","P1.05","P2.04",1,1,0,1
"1151664","R1.032","R2.047","R3.048","P1.05","P2.04",1,2,0.5,1
"1151712","R1.032","R2.047","R3.096","P1.05","P2.04",1,1,0,1
"1151883","R1.032","R2.048","R3.075","P1.05","P2.04",1,1,0,1
"1151903","R1.032","R2.048","R3.095","P1.05","P2.04",1,1,0,1
"1152231","R1.032","R2.050","R3.039","P1.05","P2.04",1,1,0,1
"1152260","R1.032","R2.050","R3.068","P1.05","P2.04",1,1,0,1
"1152395","R1.032","R2.051","R3.011","P1.05","P2.04",1,1,0,1
"1152455","R1.032","R2.051","R3.071","P1.05","P2.04",1,1,0,1
"1152636","R1.032","R2.052","R3.060","P1.05","P2.04",1,1,0,1
"1152669","R1.032","R2.052","R3.093","P1.05","P2.04",1,1,0,1
"1152780","R1.032","R2.053","R3.012","P1.05","P2.04",1,1,0,1
"1152783","R1.032","R2.053","R3.015","P1.05","P2.04",1,1,0,1
"1153154","R1.032","R2.055","R3.002","P1.05","P2.04",1,1,0,1
"1153160","R1.032","R2.055","R3.008","P1.05","P2.04",1,2,0.5,1
"1153192","R1.032","R2.055","R3.040","P1.05","P2.04",1,1,0,1
"1153346","R1.032","R2.056","R3.002","P1.05","P2.04",1,2,0.5,1
"1153416","R1.032","R2.056","R3.072","P1.05","P2.04",1,1,0,1
"1153547","R1.032","R2.057","R3.011","P1.05","P2.04",1,1,0,1
"1153558","R1.032","R2.057","R3.022","P1.05","P2.04",1,1,0,1
"1153576","R1.032","R2.057","R3.040","P1.05","P2.04",1,1,0,1
"1153615","R1.032","R2.057","R3.079","P1.05","P2.04",1,1,0,1
"1153734","R1.032","R2.058","R3.006","P1.05","P2.04",1,1,0,1
"1153773","R1.032","R2.058","R3.045","P1.05","P2.04",1,1,0,1
"1153777","R1.032","R2.058","R3.049","P1.05","P2.04",1,1,0,1
"1153796","R1.032","R2.058","R3.068","P1.05","P2.04",2,2,0,2
"1154328","R1.032","R2.061","R3.024","P1.05","P2.04",1,1,0,1
"1154387","R1.032","R2.061","R3.083","P1.05","P2.04",1,2,0.5,1
"1154389","R1.032","R2.061","R3.085","P1.05","P2.04",1,1,0,1
"1154395","R1.032","R2.061","R3.091","P1.05","P2.04",1,4,0.75,1
"1154518","R1.032","R2.062","R3.022","P1.05","P2.04",1,1,0,1
"1154552","R1.032","R2.062","R3.056","P1.05","P2.04",1,1,0,1
"1154884","R1.032","R2.064","R3.004","P1.05","P2.04",1,1,0,1
"1154936","R1.032","R2.064","R3.056","P1.05","P2.04",1,1,0,1
"1155075","R1.032","R2.065","R3.003","P1.05","P2.04",1,1,0,1
"1155279","R1.032","R2.066","R3.015","P1.05","P2.04",1,1,0,1
"1155316","R1.032","R2.066","R3.052","P1.05","P2.04",1,1,0,1
"1155351","R1.032","R2.066","R3.087","P1.05","P2.04",1,1,0,1
"1155473","R1.032","R2.067","R3.017","P1.05","P2.04",1,1,0,1
"1155483","R1.032","R2.067","R3.027","P1.05","P2.04",1,3,0.666666666666667,1
"1155491","R1.032","R2.067","R3.035","P1.05","P2.04",1,1,0,1
"1155653","R1.032","R2.068","R3.005","P1.05","P2.04",1,1,0,1
"1155697","R1.032","R2.068","R3.049","P1.05","P2.04",1,2,0.5,1
"1155729","R1.032","R2.068","R3.081","P1.05","P2.04",1,1,0,1
"1155900","R1.032","R2.069","R3.060","P1.05","P2.04",1,2,0.5,1
"1156103","R1.032","R2.070","R3.071","P1.05","P2.04",1,1,0,1
"1156280","R1.032","R2.071","R3.056","P1.05","P2.04",1,1,0,1
"1156304","R1.032","R2.071","R3.080","P1.05","P2.04",1,1,0,1
"1156478","R1.032","R2.072","R3.062","P1.05","P2.04",1,1,0,1
"1156619","R1.032","R2.073","R3.011","P1.05","P2.04",1,1,0,1
"1156657","R1.032","R2.073","R3.049","P1.05","P2.04",1,1,0,1
"1156864","R1.032","R2.074","R3.064","P1.05","P2.04",1,1,0,1
"1157206","R1.032","R2.076","R3.022","P1.05","P2.04",1,1,0,1
"1157258","R1.032","R2.076","R3.074","P1.05","P2.04",1,1,0,1
"1157416","R1.032","R2.077","R3.040","P1.05","P2.04",1,1,0,1
"1158038","R1.032","R2.080","R3.086","P1.05","P2.04",1,1,0,1
"1158176","R1.032","R2.081","R3.032","P1.05","P2.04",1,1,0,1
"1158229","R1.032","R2.081","R3.085","P1.05","P2.04",1,1,0,1
"1158349","R1.032","R2.082","R3.013","P1.05","P2.04",1,1,0,1
"1158547","R1.032","R2.083","R3.019","P1.05","P2.04",1,1,0,1
"1158588","R1.032","R2.083","R3.060","P1.05","P2.04",1,1,0,1
"1158623","R1.032","R2.083","R3.095","P1.05","P2.04",2,2,0,2
"1158989","R1.032","R2.085","R3.077","P1.05","P2.04",1,1,0,1
"1159135","R1.032","R2.086","R3.031","P1.05","P2.04",1,1,0,1
"1159298","R1.032","R2.087","R3.002","P1.05","P2.04",1,1,0,1
"1159324","R1.032","R2.087","R3.028","P1.05","P2.04",1,1,0,1
"1159347","R1.032","R2.087","R3.051","P1.05","P2.04",1,1,0,1
"1159362","R1.032","R2.087","R3.066","P1.05","P2.04",1,1,0,1
"1159548","R1.032","R2.088","R3.060","P1.05","P2.04",1,1,0,1
"1159562","R1.032","R2.088","R3.074","P1.05","P2.04",1,1,0,1
"1159571","R1.032","R2.088","R3.083","P1.05","P2.04",1,1,0,1
"1159577","R1.032","R2.088","R3.089","P1.05","P2.04",1,2,0.5,1
"1159684","R1.032","R2.089","R3.004","P1.05","P2.04",1,1,0,1
"1159695","R1.032","R2.089","R3.015","P1.05","P2.04",1,2,0.5,1
"1159725","R1.032","R2.089","R3.045","P1.05","P2.04",1,1,0,1
"1159738","R1.032","R2.089","R3.058","P1.05","P2.04",1,2,0.5,1
"1159739","R1.032","R2.089","R3.059","P1.05","P2.04",1,1,0,1
"1159892","R1.032","R2.090","R3.020","P1.05","P2.04",1,1,0,1
"1159918","R1.032","R2.090","R3.046","P1.05","P2.04",1,1,0,1
"1159937","R1.032","R2.090","R3.065","P1.05","P2.04",1,1,0,1
"1159954","R1.032","R2.090","R3.082","P1.05","P2.04",1,1,0,1
"1160262","R1.032","R2.092","R3.006","P1.05","P2.04",1,1,0,1
"1160539","R1.032","R2.093","R3.091","P1.05","P2.04",1,1,0,1
"1160890","R1.032","R2.095","R3.058","P1.05","P2.04",1,1,0,1
"1160894","R1.032","R2.095","R3.062","P1.05","P2.04",1,1,0,1
"1179676","R1.033","R2.001","R3.028","P1.05","P2.04",1,1,0,1
"1179733","R1.033","R2.001","R3.085","P1.05","P2.04",1,1,0,1
"1179919","R1.033","R2.002","R3.079","P1.05","P2.04",1,1,0,1
"1180296","R1.033","R2.004","R3.072","P1.05","P2.04",1,1,0,1
"1180316","R1.033","R2.004","R3.092","P1.05","P2.04",1,1,0,1
"1180453","R1.033","R2.005","R3.037","P1.05","P2.04",1,1,0,1
"1180508","R1.033","R2.005","R3.092","P1.05","P2.04",1,2,0.5,1
"1180613","R1.033","R2.006","R3.005","P1.05","P2.04",1,1,0,1
"1180632","R1.033","R2.006","R3.024","P1.05","P2.04",1,1,0,1
"1180635","R1.033","R2.006","R3.027","P1.05","P2.04",1,2,0.5,1
"1180801","R1.033","R2.007","R3.001","P1.05","P2.04",1,1,0,1
"1181011","R1.033","R2.008","R3.019","P1.05","P2.04",1,1,0,1
"1181050","R1.033","R2.008","R3.058","P1.05","P2.04",1,1,0,1
"1181077","R1.033","R2.008","R3.085","P1.05","P2.04",1,1,0,1
"1181385","R1.033","R2.010","R3.009","P1.05","P2.04",1,1,0,1
"1181399","R1.033","R2.010","R3.023","P1.05","P2.04",1,1,0,1
"1181445","R1.033","R2.010","R3.069","P1.05","P2.04",1,1,0,1
"1181471","R1.033","R2.010","R3.095","P1.05","P2.04",1,1,0,1
"1181614","R1.033","R2.011","R3.046","P1.05","P2.04",2,2,0,2
"1181631","R1.033","R2.011","R3.063","P1.05","P2.04",1,2,0.5,1
"1181658","R1.033","R2.011","R3.090","P1.05","P2.04",1,1,0,1
"1181831","R1.033","R2.012","R3.071","P1.05","P2.04",1,1,0,1
"1181835","R1.033","R2.012","R3.075","P1.05","P2.04",1,1,0,1
"1182211","R1.033","R2.014","R3.067","P1.05","P2.04",1,1,0,1
"1182239","R1.033","R2.014","R3.095","P1.05","P2.04",1,1,0,1
"1182382","R1.033","R2.015","R3.046","P1.05","P2.04",1,2,0.5,1
"1182400","R1.033","R2.015","R3.064","P1.05","P2.04",1,3,0.666666666666667,1
"1182735","R1.033","R2.017","R3.015","P1.05","P2.04",1,1,0,1
"1182806","R1.033","R2.017","R3.086","P1.05","P2.04",2,2,0,2
"1182947","R1.033","R2.018","R3.035","P1.05","P2.04",1,1,0,1
"1182974","R1.033","R2.018","R3.062","P1.05","P2.04",1,1,0,1
"1183133","R1.033","R2.019","R3.029","P1.05","P2.04",1,1,0,1
"1183141","R1.033","R2.019","R3.037","P1.05","P2.04",1,1,0,1
"1183149","R1.033","R2.019","R3.045","P1.05","P2.04",1,1,0,1
"1183161","R1.033","R2.019","R3.057","P1.05","P2.04",1,1,0,1
"1183572","R1.033","R2.021","R3.084","P1.05","P2.04",1,1,0,1
"1184132","R1.033","R2.024","R3.068","P1.05","P2.04",1,1,0,1
"1184309","R1.033","R2.025","R3.053","P1.05","P2.04",1,2,0.5,1
"1184324","R1.033","R2.025","R3.068","P1.05","P2.04",1,1,0,1
"1184662","R1.033","R2.027","R3.022","P1.05","P2.04",1,1,0,1
"1184686","R1.033","R2.027","R3.046","P1.05","P2.04",1,1,0,1
"1184691","R1.033","R2.027","R3.051","P1.05","P2.04",2,2,0,2
"1184725","R1.033","R2.027","R3.085","P1.05","P2.04",1,1,0,1
