"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"1551972","R1.043","R2.020","R3.036","P1.05","P2.04",1,1,0,1
"1551995","R1.043","R2.020","R3.059","P1.05","P2.04",2,2,0,2
"1552131","R1.043","R2.021","R3.003","P1.05","P2.04",1,1,0,1
"1552342","R1.043","R2.022","R3.022","P1.05","P2.04",1,1,0,1
"1552356","R1.043","R2.022","R3.036","P1.05","P2.04",1,1,0,1
"1552370","R1.043","R2.022","R3.050","P1.05","P2.04",1,1,0,1
"1552415","R1.043","R2.022","R3.095","P1.05","P2.04",1,1,0,1
"1552597","R1.043","R2.023","R3.085","P1.05","P2.04",1,1,0,1
"1552747","R1.043","R2.024","R3.043","P1.05","P2.04",1,1,0,1
"1552930","R1.043","R2.025","R3.034","P1.05","P2.04",1,1,0,1
"1553140","R1.043","R2.026","R3.052","P1.05","P2.04",1,1,0,1
"1553150","R1.043","R2.026","R3.062","P1.05","P2.04",1,1,0,1
"1553333","R1.043","R2.027","R3.053","P1.05","P2.04",1,1,0,1
"1553371","R1.043","R2.027","R3.091","P1.05","P2.04",1,1,0,1
"1553475","R1.043","R2.028","R3.003","P1.05","P2.04",1,1,0,1
"1553478","R1.043","R2.028","R3.006","P1.05","P2.04",1,1,0,1
"1553483","R1.043","R2.028","R3.011","P1.05","P2.04",2,2,0,2
"1553525","R1.043","R2.028","R3.053","P1.05","P2.04",1,1,0,1
"1553714","R1.043","R2.029","R3.050","P1.05","P2.04",1,3,0.666666666666667,1
"1553749","R1.043","R2.029","R3.085","P1.05","P2.04",1,1,0,1
"1553760","R1.043","R2.029","R3.096","P1.05","P2.04",1,2,0.5,1
"1554711","R1.043","R2.034","R3.087","P1.05","P2.04",1,1,0,1
"1554832","R1.043","R2.035","R3.016","P1.05","P2.04",1,3,0.666666666666667,1
"1554868","R1.043","R2.035","R3.052","P1.05","P2.04",1,1,0,1
"1555028","R1.043","R2.036","R3.020","P1.05","P2.04",2,2,0,2
"1555046","R1.043","R2.036","R3.038","P1.05","P2.04",1,1,0,1
"1555211","R1.043","R2.037","R3.011","P1.05","P2.04",1,1,0,1
"1555425","R1.043","R2.038","R3.033","P1.05","P2.04",1,1,0,1
"1555471","R1.043","R2.038","R3.079","P1.05","P2.04",1,1,0,1
"1555486","R1.043","R2.038","R3.094","P1.05","P2.04",1,1,0,1
"1555586","R1.043","R2.039","R3.002","P1.05","P2.04",1,1,0,1
"1555793","R1.043","R2.040","R3.017","P1.05","P2.04",1,1,0,1
"1556016","R1.043","R2.041","R3.048","P1.05","P2.04",1,1,0,1
"1556216","R1.043","R2.042","R3.056","P1.05","P2.04",1,1,0,1
"1556220","R1.043","R2.042","R3.060","P1.05","P2.04",1,1,0,1
"1556229","R1.043","R2.042","R3.069","P1.05","P2.04",1,1,0,1
"1556413","R1.043","R2.043","R3.061","P1.05","P2.04",1,1,0,1
"1556559","R1.043","R2.044","R3.015","P1.05","P2.04",1,1,0,1
"1556620","R1.043","R2.044","R3.076","P1.05","P2.04",1,1,0,1
"1556756","R1.043","R2.045","R3.020","P1.05","P2.04",3,4,0.25,7
"1556823","R1.043","R2.045","R3.087","P1.05","P2.04",1,1,0,1
"1556957","R1.043","R2.046","R3.029","P1.05","P2.04",1,1,0,1
"1556985","R1.043","R2.046","R3.057","P1.05","P2.04",1,1,0,1
"1557188","R1.043","R2.047","R3.068","P1.05","P2.04",1,1,0,1
"1557199","R1.043","R2.047","R3.079","P1.05","P2.04",1,1,0,1
"1557325","R1.043","R2.048","R3.013","P1.05","P2.04",1,2,0.5,1
"1557351","R1.043","R2.048","R3.039","P1.05","P2.04",1,1,0,1
"1557387","R1.043","R2.048","R3.075","P1.05","P2.04",1,1,0,1
"1557509","R1.043","R2.049","R3.005","P1.05","P2.04",1,1,0,1
"1557710","R1.043","R2.050","R3.014","P1.05","P2.04",1,1,0,1
"1557945","R1.043","R2.051","R3.057","P1.05","P2.04",1,1,0,1
"1558309","R1.043","R2.053","R3.037","P1.05","P2.04",1,1,0,1
"1558329","R1.043","R2.053","R3.057","P1.05","P2.04",1,1,0,1
"1558668","R1.043","R2.055","R3.012","P1.05","P2.04",1,1,0,1
"1558669","R1.043","R2.055","R3.013","P1.05","P2.04",1,1,0,1
"1558867","R1.043","R2.056","R3.019","P1.05","P2.04",1,1,0,1
"1558913","R1.043","R2.056","R3.065","P1.05","P2.04",1,1,0,1
"1559046","R1.043","R2.057","R3.006","P1.05","P2.04",1,1,0,1
"1559265","R1.043","R2.058","R3.033","P1.05","P2.04",1,2,0.5,1
"1559447","R1.043","R2.059","R3.023","P1.05","P2.04",1,1,0,1
"1559520","R1.043","R2.059","R3.096","P1.05","P2.04",1,1,0,1
"1559621","R1.043","R2.060","R3.005","P1.05","P2.04",1,1,0,1
"1559681","R1.043","R2.060","R3.065","P1.05","P2.04",1,1,0,1
"1560272","R1.043","R2.063","R3.080","P1.05","P2.04",1,1,0,1
"1560451","R1.043","R2.064","R3.067","P1.05","P2.04",1,1,0,1
"1560453","R1.043","R2.064","R3.069","P1.05","P2.04",1,1,0,1
"1560609","R1.043","R2.065","R3.033","P1.05","P2.04",1,1,0,1
"1560815","R1.043","R2.066","R3.047","P1.05","P2.04",1,1,0,1
"1561014","R1.043","R2.067","R3.054","P1.05","P2.04",1,1,0,1
"1561246","R1.043","R2.068","R3.094","P1.05","P2.04",1,1,0,1
"1561561","R1.043","R2.070","R3.025","P1.05","P2.04",1,1,0,1
"1561567","R1.043","R2.070","R3.031","P1.05","P2.04",1,1,0,1
"1561598","R1.043","R2.070","R3.062","P1.05","P2.04",1,1,0,1
"1561772","R1.043","R2.071","R3.044","P1.05","P2.04",1,2,0.5,1
"1561965","R1.043","R2.072","R3.045","P1.05","P2.04",1,1,0,1
"1562179","R1.043","R2.073","R3.067","P1.05","P2.04",1,2,0.5,1
"1562186","R1.043","R2.073","R3.074","P1.05","P2.04",1,3,0.666666666666667,1
"1562207","R1.043","R2.073","R3.095","P1.05","P2.04",1,1,0,1
"1562359","R1.043","R2.074","R3.055","P1.05","P2.04",1,1,0,1
"1562723","R1.043","R2.076","R3.035","P1.05","P2.04",1,1,0,1
"1562890","R1.043","R2.077","R3.010","P1.05","P2.04",1,1,0,1
"1562902","R1.043","R2.077","R3.022","P1.05","P2.04",1,1,0,1
"1562965","R1.043","R2.077","R3.085","P1.05","P2.04",1,1,0,1
"1563276","R1.043","R2.079","R3.012","P1.05","P2.04",2,2,0,2
"1563460","R1.043","R2.080","R3.004","P1.05","P2.04",1,1,0,1
"1563463","R1.043","R2.080","R3.007","P1.05","P2.04",1,1,0,1
"1563688","R1.043","R2.081","R3.040","P1.05","P2.04",1,1,0,1
"1563737","R1.043","R2.081","R3.089","P1.05","P2.04",1,1,0,1
"1564271","R1.043","R2.084","R3.047","P1.05","P2.04",1,1,0,1
"1564276","R1.043","R2.084","R3.052","P1.05","P2.04",1,1,0,1
"1564283","R1.043","R2.084","R3.059","P1.05","P2.04",1,1,0,1
"1564445","R1.043","R2.085","R3.029","P1.05","P2.04",1,1,0,1
"1564861","R1.043","R2.087","R3.061","P1.05","P2.04",1,1,0,1
"1565051","R1.043","R2.088","R3.059","P1.05","P2.04",1,1,0,1
"1565061","R1.043","R2.088","R3.069","P1.05","P2.04",1,1,0,1
"1565077","R1.043","R2.088","R3.085","P1.05","P2.04",1,1,0,1
"1565084","R1.043","R2.088","R3.092","P1.05","P2.04",1,1,0,1
"1565277","R1.043","R2.089","R3.093","P1.05","P2.04",1,1,0,1
"1565569","R1.043","R2.091","R3.001","P1.05","P2.04",1,2,0.5,1
"1565584","R1.043","R2.091","R3.016","P1.05","P2.04",1,1,0,1
"1565643","R1.043","R2.091","R3.075","P1.05","P2.04",1,1,0,1
"1565843","R1.043","R2.092","R3.083","P1.05","P2.04",1,1,0,1
"1565957","R1.043","R2.093","R3.005","P1.05","P2.04",1,1,0,1
"1565990","R1.043","R2.093","R3.038","P1.05","P2.04",1,2,0.5,1
"1566157","R1.043","R2.094","R3.013","P1.05","P2.04",1,1,0,1
"1566197","R1.043","R2.094","R3.053","P1.05","P2.04",1,1,0,1
"1566367","R1.043","R2.095","R3.031","P1.05","P2.04",1,1,0,1
"1566532","R1.043","R2.096","R3.004","P1.05","P2.04",1,1,0,1
"1585160","R1.044","R2.001","R3.008","P1.05","P2.04",1,1,0,1
"1585225","R1.044","R2.001","R3.073","P1.05","P2.04",1,1,0,1
"1585616","R1.044","R2.003","R3.080","P1.05","P2.04",1,1,0,1
"1585922","R1.044","R2.005","R3.002","P1.05","P2.04",1,1,0,1
"1585985","R1.044","R2.005","R3.065","P1.05","P2.04",2,2,0,2
"1586925","R1.044","R2.010","R3.045","P1.05","P2.04",1,1,0,1
"1587117","R1.044","R2.011","R3.045","P1.05","P2.04",1,2,0.5,1
"1587337","R1.044","R2.012","R3.073","P1.05","P2.04",1,1,0,1
"1587518","R1.044","R2.013","R3.062","P1.05","P2.04",1,1,0,1
"1587862","R1.044","R2.015","R3.022","P1.05","P2.04",1,1,0,1
"1588279","R1.044","R2.017","R3.055","P1.05","P2.04",1,1,0,1
"1588292","R1.044","R2.017","R3.068","P1.05","P2.04",1,1,0,1
"1588296","R1.044","R2.017","R3.072","P1.05","P2.04",1,1,0,1
"1588456","R1.044","R2.018","R3.040","P1.05","P2.04",1,1,0,1
"1588499","R1.044","R2.018","R3.083","P1.05","P2.04",1,2,0.5,1
"1588616","R1.044","R2.019","R3.008","P1.05","P2.04",1,1,0,1
"1588646","R1.044","R2.019","R3.038","P1.05","P2.04",1,1,0,1
"1588655","R1.044","R2.019","R3.047","P1.05","P2.04",1,1,0,1
"1588658","R1.044","R2.019","R3.050","P1.05","P2.04",1,1,0,1
"1589007","R1.044","R2.021","R3.015","P1.05","P2.04",1,1,0,1
"1589043","R1.044","R2.021","R3.051","P1.05","P2.04",1,1,0,1
"1589215","R1.044","R2.022","R3.031","P1.05","P2.04",1,1,0,1
"1589384","R1.044","R2.023","R3.008","P1.05","P2.04",1,1,0,1
"1589588","R1.044","R2.024","R3.020","P1.05","P2.04",1,1,0,1
"1589766","R1.044","R2.025","R3.006","P1.05","P2.04",2,2,0,2
"1589835","R1.044","R2.025","R3.075","P1.05","P2.04",1,1,0,1
"1589987","R1.044","R2.026","R3.035","P1.05","P2.04",3,3,0,3
"1590029","R1.044","R2.026","R3.077","P1.05","P2.04",1,1,0,1
"1590341","R1.044","R2.028","R3.005","P1.05","P2.04",1,1,0,1
"1590426","R1.044","R2.028","R3.090","P1.05","P2.04",1,1,0,1
"1591337","R1.044","R2.033","R3.041","P1.05","P2.04",1,1,0,1
"1591383","R1.044","R2.033","R3.087","P1.05","P2.04",2,2,0,2
"1591500","R1.044","R2.034","R3.012","P1.05","P2.04",2,2,0,2
"1591563","R1.044","R2.034","R3.075","P1.05","P2.04",1,1,0,1
"1591925","R1.044","R2.036","R3.053","P1.05","P2.04",1,1,0,1
"1592157","R1.044","R2.037","R3.093","P1.05","P2.04",1,1,0,1
"1592463","R1.044","R2.039","R3.015","P1.05","P2.04",1,1,0,1
"1592481","R1.044","R2.039","R3.033","P1.05","P2.04",1,1,0,1
"1592530","R1.044","R2.039","R3.082","P1.05","P2.04",1,1,0,1
"1592650","R1.044","R2.040","R3.010","P1.05","P2.04",1,1,0,1
"1592663","R1.044","R2.040","R3.023","P1.05","P2.04",1,1,0,1
"1593092","R1.044","R2.042","R3.068","P1.05","P2.04",1,1,0,1
"1593233","R1.044","R2.043","R3.017","P1.05","P2.04",1,1,0,1
"1593416","R1.044","R2.044","R3.008","P1.05","P2.04",1,2,0.5,1
"1593457","R1.044","R2.044","R3.049","P1.05","P2.04",1,2,0.5,1
"1593613","R1.044","R2.045","R3.013","P1.05","P2.04",1,1,0,1
"1593623","R1.044","R2.045","R3.023","P1.05","P2.04",2,2,0,2
"1593665","R1.044","R2.045","R3.065","P1.05","P2.04",1,1,0,1
"1593691","R1.044","R2.045","R3.091","P1.05","P2.04",3,3,0,3
"1593825","R1.044","R2.046","R3.033","P1.05","P2.04",1,1,0,1
"1594053","R1.044","R2.047","R3.069","P1.05","P2.04",1,1,0,1
"1594072","R1.044","R2.047","R3.088","P1.05","P2.04",1,2,0.5,1
"1594379","R1.044","R2.049","R3.011","P1.05","P2.04",1,2,0.5,1
"1594599","R1.044","R2.050","R3.039","P1.05","P2.04",1,2,0.5,1
"1594805","R1.044","R2.051","R3.053","P1.05","P2.04",1,1,0,1
"1594840","R1.044","R2.051","R3.088","P1.05","P2.04",1,1,0,1
"1595006","R1.044","R2.052","R3.062","P1.05","P2.04",1,1,0,1
"1595954","R1.044","R2.057","R3.050","P1.05","P2.04",1,1,0,1
"1596153","R1.044","R2.058","R3.057","P1.05","P2.04",1,1,0,1
"1596306","R1.044","R2.059","R3.018","P1.05","P2.04",1,1,0,1
"1596488","R1.044","R2.060","R3.008","P1.05","P2.04",1,1,0,1
"1596533","R1.044","R2.060","R3.053","P1.05","P2.04",1,1,0,1
"1596750","R1.044","R2.061","R3.078","P1.05","P2.04",1,1,0,1
"1597089","R1.044","R2.063","R3.033","P1.05","P2.04",1,1,0,1
"1597296","R1.044","R2.064","R3.048","P1.05","P2.04",1,1,0,1
"1597851","R1.044","R2.067","R3.027","P1.05","P2.04",1,1,0,1
"1598220","R1.044","R2.069","R3.012","P1.05","P2.04",1,1,0,1
"1598428","R1.044","R2.070","R3.028","P1.05","P2.04",1,1,0,1
"1598433","R1.044","R2.070","R3.033","P1.05","P2.04",1,1,0,1
"1598453","R1.044","R2.070","R3.053","P1.05","P2.04",1,1,0,1
"1598460","R1.044","R2.070","R3.060","P1.05","P2.04",1,1,0,1
"1598838","R1.044","R2.072","R3.054","P1.05","P2.04",1,1,0,1
"1599004","R1.044","R2.073","R3.028","P1.05","P2.04",1,1,0,1
"1599381","R1.044","R2.075","R3.021","P1.05","P2.04",1,1,0,1
"1599434","R1.044","R2.075","R3.074","P1.05","P2.04",2,3,0.333333333333333,3
"1599451","R1.044","R2.075","R3.091","P1.05","P2.04",1,1,0,1
"1599749","R1.044","R2.077","R3.005","P1.05","P2.04",1,2,0.5,1
"1599813","R1.044","R2.077","R3.069","P1.05","P2.04",1,1,0,1
"1599977","R1.044","R2.078","R3.041","P1.05","P2.04",1,1,0,1
"1600013","R1.044","R2.078","R3.077","P1.05","P2.04",1,1,0,1
"1600542","R1.044","R2.081","R3.030","P1.05","P2.04",1,1,0,1
"1600723","R1.044","R2.082","R3.019","P1.05","P2.04",1,1,0,1
"1600924","R1.044","R2.083","R3.028","P1.05","P2.04",1,1,0,1
"1600985","R1.044","R2.083","R3.089","P1.05","P2.04",1,1,0,1
"1601297","R1.044","R2.085","R3.017","P1.05","P2.04",1,1,0,1
"1601371","R1.044","R2.085","R3.091","P1.05","P2.04",1,1,0,1
"1601502","R1.044","R2.086","R3.030","P1.05","P2.04",1,1,0,1
"1601509","R1.044","R2.086","R3.037","P1.05","P2.04",1,1,0,1
"1601672","R1.044","R2.087","R3.008","P1.05","P2.04",1,1,0,1
"1601736","R1.044","R2.087","R3.072","P1.05","P2.04",1,1,0,1
"1601748","R1.044","R2.087","R3.084","P1.05","P2.04",1,1,0,1
"1601750","R1.044","R2.087","R3.086","P1.05","P2.04",1,1,0,1
"1601866","R1.044","R2.088","R3.010","P1.05","P2.04",1,1,0,1
"1602054","R1.044","R2.089","R3.006","P1.05","P2.04",1,2,0.5,1
"1602444","R1.044","R2.091","R3.012","P1.05","P2.04",1,1,0,1
"1602658","R1.044","R2.092","R3.034","P1.05","P2.04",1,1,0,1
"1602659","R1.044","R2.092","R3.035","P1.05","P2.04",1,1,0,1
"1602691","R1.044","R2.092","R3.067","P1.05","P2.04",1,1,0,1
"1602707","R1.044","R2.092","R3.083","P1.05","P2.04",1,1,0,1
"1603012","R1.044","R2.094","R3.004","P1.05","P2.04",1,2,0.5,1
"1603061","R1.044","R2.094","R3.053","P1.05","P2.04",1,1,0,1
"1603419","R1.044","R2.096","R3.027","P1.05","P2.04",1,1,0,1
"1622038","R1.045","R2.001","R3.022","P1.05","P2.04",1,1,0,1
"1622093","R1.045","R2.001","R3.077","P1.05","P2.04",2,2,0,2
"1622102","R1.045","R2.001","R3.086","P1.05","P2.04",1,1,0,1
"1622268","R1.045","R2.002","R3.060","P1.05","P2.04",2,2,0,2
"1622419","R1.045","R2.003","R3.019","P1.05","P2.04",1,2,0.5,1
"1622427","R1.045","R2.003","R3.027","P1.05","P2.04",1,1,0,1
"1622433","R1.045","R2.003","R3.033","P1.05","P2.04",1,1,0,1
"1622452","R1.045","R2.003","R3.052","P1.05","P2.04",1,1,0,1
"1622619","R1.045","R2.004","R3.027","P1.05","P2.04",1,1,0,1
"1622820","R1.045","R2.005","R3.036","P1.05","P2.04",1,1,0,1
"1622875","R1.045","R2.005","R3.091","P1.05","P2.04",1,1,0,1
"1622979","R1.045","R2.006","R3.003","P1.05","P2.04",1,1,0,1
"1622993","R1.045","R2.006","R3.017","P1.05","P2.04",1,1,0,1
"1623045","R1.045","R2.006","R3.069","P1.05","P2.04",1,1,0,1
"1623064","R1.045","R2.006","R3.088","P1.05","P2.04",1,1,0,1
"1623215","R1.045","R2.007","R3.047","P1.05","P2.04",1,1,0,1
"1623232","R1.045","R2.007","R3.064","P1.05","P2.04",2,2,0,2
"1623440","R1.045","R2.008","R3.080","P1.05","P2.04",1,1,0,1
"1623612","R1.045","R2.009","R3.060","P1.05","P2.04",1,1,0,1
"1623770","R1.045","R2.010","R3.026","P1.05","P2.04",2,4,0.5,3
"1623809","R1.045","R2.010","R3.065","P1.05","P2.04",1,1,0,1
"1623940","R1.045","R2.011","R3.004","P1.05","P2.04",1,1,0,1
"1624008","R1.045","R2.011","R3.072","P1.05","P2.04",3,3,0,3
"1624019","R1.045","R2.011","R3.083","P1.05","P2.04",1,1,0,1
"1624137","R1.045","R2.012","R3.009","P1.05","P2.04",3,3,0,3
"1624204","R1.045","R2.012","R3.076","P1.05","P2.04",1,1,0,1
"1624325","R1.045","R2.013","R3.005","P1.05","P2.04",1,1,0,1
"1624381","R1.045","R2.013","R3.061","P1.05","P2.04",2,3,0.333333333333333,3
"1624404","R1.045","R2.013","R3.084","P1.05","P2.04",1,1,0,1
"1624771","R1.045","R2.015","R3.067","P1.05","P2.04",1,1,0,1
"1625361","R1.045","R2.018","R3.081","P1.05","P2.04",1,2,0.5,1
"1625679","R1.045","R2.020","R3.015","P1.05","P2.04",1,1,0,1
"1625739","R1.045","R2.020","R3.075","P1.05","P2.04",1,1,0,1
"1626050","R1.045","R2.022","R3.002","P1.05","P2.04",1,1,0,1
"1626072","R1.045","R2.022","R3.024","P1.05","P2.04",1,2,0.5,1
"1626075","R1.045","R2.022","R3.027","P1.05","P2.04",1,1,0,1
"1626087","R1.045","R2.022","R3.039","P1.05","P2.04",1,1,0,1
"1626111","R1.045","R2.022","R3.063","P1.05","P2.04",1,1,0,1
"1626330","R1.045","R2.023","R3.090","P1.05","P2.04",1,1,0,1
"1626513","R1.045","R2.024","R3.081","P1.05","P2.04",1,1,0,1
"1626517","R1.045","R2.024","R3.085","P1.05","P2.04",1,1,0,1
"1626525","R1.045","R2.024","R3.093","P1.05","P2.04",1,2,0.5,1
"1626690","R1.045","R2.025","R3.066","P1.05","P2.04",1,1,0,1
"1626707","R1.045","R2.025","R3.083","P1.05","P2.04",1,1,0,1
"1626823","R1.045","R2.026","R3.007","P1.05","P2.04",1,1,0,1
"1626887","R1.045","R2.026","R3.071","P1.05","P2.04",1,1,0,1
"1627014","R1.045","R2.027","R3.006","P1.05","P2.04",1,1,0,1
"1627396","R1.045","R2.029","R3.004","P1.05","P2.04",1,1,0,1
"1627815","R1.045","R2.031","R3.039","P1.05","P2.04",1,1,0,1
"1627823","R1.045","R2.031","R3.047","P1.05","P2.04",1,1,0,1
"1627825","R1.045","R2.031","R3.049","P1.05","P2.04",1,2,0.5,1
"1627850","R1.045","R2.031","R3.074","P1.05","P2.04",1,1,0,1
"1628181","R1.045","R2.033","R3.021","P1.05","P2.04",1,1,0,1
"1628207","R1.045","R2.033","R3.047","P1.05","P2.04",1,1,0,1
"1628211","R1.045","R2.033","R3.051","P1.05","P2.04",1,1,0,1
"1628234","R1.045","R2.033","R3.074","P1.05","P2.04",1,1,0,1
"1628385","R1.045","R2.034","R3.033","P1.05","P2.04",1,2,0.5,1
"1628445","R1.045","R2.034","R3.093","P1.05","P2.04",1,1,0,1
"1628574","R1.045","R2.035","R3.030","P1.05","P2.04",1,1,0,1
"1628626","R1.045","R2.035","R3.082","P1.05","P2.04",1,1,0,1
"1628944","R1.045","R2.037","R3.016","P1.05","P2.04",1,1,0,1
"1628958","R1.045","R2.037","R3.030","P1.05","P2.04",1,1,0,1
"1628985","R1.045","R2.037","R3.057","P1.05","P2.04",1,1,0,1
"1629002","R1.045","R2.037","R3.074","P1.05","P2.04",1,1,0,1
"1629004","R1.045","R2.037","R3.076","P1.05","P2.04",1,1,0,1
"1629122","R1.045","R2.038","R3.002","P1.05","P2.04",1,1,0,1
"1629175","R1.045","R2.038","R3.055","P1.05","P2.04",1,1,0,1
"1629182","R1.045","R2.038","R3.062","P1.05","P2.04",1,3,0.666666666666667,1
"1629327","R1.045","R2.039","R3.015","P1.05","P2.04",1,1,0,1
"1629332","R1.045","R2.039","R3.020","P1.05","P2.04",1,2,0.5,1
"1629402","R1.045","R2.039","R3.090","P1.05","P2.04",2,3,0.333333333333333,3
"1629911","R1.045","R2.042","R3.023","P1.05","P2.04",1,1,0,1
"1629929","R1.045","R2.042","R3.041","P1.05","P2.04",1,1,0,1
"1629943","R1.045","R2.042","R3.055","P1.05","P2.04",1,1,0,1
"1630130","R1.045","R2.043","R3.050","P1.05","P2.04",1,1,0,1
"1630135","R1.045","R2.043","R3.055","P1.05","P2.04",1,1,0,1
"1630499","R1.045","R2.045","R3.035","P1.05","P2.04",1,1,0,1
"1630555","R1.045","R2.045","R3.091","P1.05","P2.04",1,1,0,1
"1631250","R1.045","R2.049","R3.018","P1.05","P2.04",1,1,0,1
"1631260","R1.045","R2.049","R3.028","P1.05","P2.04",1,1,0,1
"1631313","R1.045","R2.049","R3.081","P1.05","P2.04",1,1,0,1
"1631437","R1.045","R2.050","R3.013","P1.05","P2.04",1,1,0,1
"1631486","R1.045","R2.050","R3.062","P1.05","P2.04",1,1,0,1
"1631487","R1.045","R2.050","R3.063","P1.05","P2.04",1,1,0,1
"1631619","R1.045","R2.051","R3.003","P1.05","P2.04",1,1,0,1
"1632043","R1.045","R2.053","R3.043","P1.05","P2.04",1,1,0,1
"1632052","R1.045","R2.053","R3.052","P1.05","P2.04",1,1,0,1
"1632074","R1.045","R2.053","R3.074","P1.05","P2.04",1,1,0,1
"1632094","R1.045","R2.053","R3.094","P1.05","P2.04",1,1,0,1
"1632265","R1.045","R2.054","R3.073","P1.05","P2.04",1,1,0,1
"1632848","R1.045","R2.057","R3.080","P1.05","P2.04",1,1,0,1
"1633005","R1.045","R2.058","R3.045","P1.05","P2.04",1,1,0,1
"1633055","R1.045","R2.058","R3.095","P1.05","P2.04",1,1,0,1
"1633415","R1.045","R2.060","R3.071","P1.05","P2.04",1,2,0.5,1
"1633548","R1.045","R2.061","R3.012","P1.05","P2.04",1,1,0,1
"1633584","R1.045","R2.061","R3.048","P1.05","P2.04",1,1,0,1
"1633620","R1.045","R2.061","R3.084","P1.05","P2.04",1,1,0,1
"1633785","R1.045","R2.062","R3.057","P1.05","P2.04",1,1,0,1
"1634005","R1.045","R2.063","R3.085","P1.05","P2.04",1,1,0,1
"1634011","R1.045","R2.063","R3.091","P1.05","P2.04",1,1,0,1
"1634207","R1.045","R2.064","R3.095","P1.05","P2.04",1,2,0.5,1
"1634321","R1.045","R2.065","R3.017","P1.05","P2.04",1,1,0,1
"1634532","R1.045","R2.066","R3.036","P1.05","P2.04",1,1,0,1
"1634542","R1.045","R2.066","R3.046","P1.05","P2.04",1,1,0,1
"1634886","R1.045","R2.068","R3.006","P1.05","P2.04",1,1,0,1
"1634923","R1.045","R2.068","R3.043","P1.05","P2.04",1,1,0,1
"1634930","R1.045","R2.068","R3.050","P1.05","P2.04",1,1,0,1
"1635091","R1.045","R2.069","R3.019","P1.05","P2.04",1,1,0,1
"1635481","R1.045","R2.071","R3.025","P1.05","P2.04",1,1,0,1
"1635657","R1.045","R2.072","R3.009","P1.05","P2.04",1,2,0.5,1
"1635692","R1.045","R2.072","R3.044","P1.05","P2.04",1,1,0,1
"1635710","R1.045","R2.072","R3.062","P1.05","P2.04",1,1,0,1
"1635743","R1.045","R2.072","R3.095","P1.05","P2.04",1,1,0,1
"1635869","R1.045","R2.073","R3.029","P1.05","P2.04",1,1,0,1
"1635892","R1.045","R2.073","R3.052","P1.05","P2.04",1,1,0,1
"1636078","R1.045","R2.074","R3.046","P1.05","P2.04",1,1,0,1
"1636288","R1.045","R2.075","R3.064","P1.05","P2.04",1,1,0,1
"1636455","R1.045","R2.076","R3.039","P1.05","P2.04",1,1,0,1
"1636468","R1.045","R2.076","R3.052","P1.05","P2.04",1,1,0,1
"1636811","R1.045","R2.078","R3.011","P1.05","P2.04",1,1,0,1
"1636841","R1.045","R2.078","R3.041","P1.05","P2.04",1,1,0,1
"1636843","R1.045","R2.078","R3.043","P1.05","P2.04",2,2,0,2
"1637213","R1.045","R2.080","R3.029","P1.05","P2.04",1,1,0,1
"1637452","R1.045","R2.081","R3.076","P1.05","P2.04",1,1,0,1
"1637593","R1.045","R2.082","R3.025","P1.05","P2.04",1,1,0,1
"1637624","R1.045","R2.082","R3.056","P1.05","P2.04",1,1,0,1
"1638043","R1.045","R2.084","R3.091","P1.05","P2.04",1,1,0,1
"1638200","R1.045","R2.085","R3.056","P1.05","P2.04",1,1,0,1
"1638338","R1.045","R2.086","R3.002","P1.05","P2.04",1,1,0,1
"1638342","R1.045","R2.086","R3.006","P1.05","P2.04",1,1,0,1
"1638392","R1.045","R2.086","R3.056","P1.05","P2.04",1,1,0,1
"1638540","R1.045","R2.087","R3.012","P1.05","P2.04",1,1,0,1
"1638762","R1.045","R2.088","R3.042","P1.05","P2.04",1,1,0,1
"1638784","R1.045","R2.088","R3.064","P1.05","P2.04",1,1,0,1
"1638953","R1.045","R2.089","R3.041","P1.05","P2.04",1,1,0,1
"1639126","R1.045","R2.090","R3.022","P1.05","P2.04",1,1,0,1
"1639145","R1.045","R2.090","R3.041","P1.05","P2.04",1,1,0,1
"1639146","R1.045","R2.090","R3.042","P1.05","P2.04",1,1,0,1
"1639356","R1.045","R2.091","R3.060","P1.05","P2.04",1,1,0,1
"1639682","R1.045","R2.093","R3.002","P1.05","P2.04",1,1,0,1
"1639709","R1.045","R2.093","R3.029","P1.05","P2.04",1,2,0.5,1
"1639717","R1.045","R2.093","R3.037","P1.05","P2.04",1,1,0,1
"1639771","R1.045","R2.093","R3.091","P1.05","P2.04",1,1,0,1
"1639775","R1.045","R2.093","R3.095","P1.05","P2.04",1,1,0,1
"1639919","R1.045","R2.094","R3.047","P1.05","P2.04",1,1,0,1
"1640276","R1.045","R2.096","R3.020","P1.05","P2.04",1,1,0,1
"1640296","R1.045","R2.096","R3.040","P1.05","P2.04",1,1,0,1
"1640352","R1.045","R2.096","R3.096","P1.05","P2.04",1,1,0,1
"1658903","R1.046","R2.001","R3.023","P1.05","P2.04",1,1,0,1
"1658911","R1.046","R2.001","R3.031","P1.05","P2.04",1,2,0.5,1
"1658921","R1.046","R2.001","R3.041","P1.05","P2.04",1,1,0,1
"1658936","R1.046","R2.001","R3.056","P1.05","P2.04",1,1,0,1
"1658948","R1.046","R2.001","R3.068","P1.05","P2.04",1,1,0,1
"1659154","R1.046","R2.002","R3.082","P1.05","P2.04",2,3,0.333333333333333,3
