"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"1587461","R1.044","R2.013","R3.005","P1.04","P2.04",1,2,0.5,1
"1587490","R1.044","R2.013","R3.034","P1.04","P2.04",1,1,0,1
"1588079","R1.044","R2.016","R3.047","P1.04","P2.04",1,1,0,1
"1588492","R1.044","R2.018","R3.076","P1.04","P2.04",1,1,0,1
"1588881","R1.044","R2.020","R3.081","P1.04","P2.04",1,1,0,1
"1589254","R1.044","R2.022","R3.070","P1.04","P2.04",1,1,0,1
"1589258","R1.044","R2.022","R3.074","P1.04","P2.04",2,2,0,2
"1589455","R1.044","R2.023","R3.079","P1.04","P2.04",1,1,0,1
"1589459","R1.044","R2.023","R3.083","P1.04","P2.04",1,1,0,1
"1589571","R1.044","R2.024","R3.003","P1.04","P2.04",1,1,0,1
"1589596","R1.044","R2.024","R3.028","P1.04","P2.04",1,2,0.5,1
"1589839","R1.044","R2.025","R3.079","P1.04","P2.04",1,1,0,1
"1589973","R1.044","R2.026","R3.021","P1.04","P2.04",1,1,0,1
"1590014","R1.044","R2.026","R3.062","P1.04","P2.04",1,1,0,1
"1590159","R1.044","R2.027","R3.015","P1.04","P2.04",1,1,0,1
"1590595","R1.044","R2.029","R3.067","P1.04","P2.04",1,1,0,1
"1591197","R1.044","R2.032","R3.093","P1.04","P2.04",1,1,0,1
"1591337","R1.044","R2.033","R3.041","P1.04","P2.04",1,1,0,1
"1591500","R1.044","R2.034","R3.012","P1.04","P2.04",1,1,0,1
"1591767","R1.044","R2.035","R3.087","P1.04","P2.04",1,1,0,1
"1591908","R1.044","R2.036","R3.036","P1.04","P2.04",1,1,0,1
"1592111","R1.044","R2.037","R3.047","P1.04","P2.04",1,1,0,1
"1592157","R1.044","R2.037","R3.093","P1.04","P2.04",2,2,0,2
"1592309","R1.044","R2.038","R3.053","P1.04","P2.04",1,1,0,1
"1592531","R1.044","R2.039","R3.083","P1.04","P2.04",1,1,0,1
"1592663","R1.044","R2.040","R3.023","P1.04","P2.04",1,1,0,1
"1592882","R1.044","R2.041","R3.050","P1.04","P2.04",1,1,0,1
"1593027","R1.044","R2.042","R3.003","P1.04","P2.04",1,1,0,1
"1593028","R1.044","R2.042","R3.004","P1.04","P2.04",1,2,0.5,1
"1593092","R1.044","R2.042","R3.068","P1.04","P2.04",1,1,0,1
"1593109","R1.044","R2.042","R3.085","P1.04","P2.04",1,2,0.5,1
"1593259","R1.044","R2.043","R3.043","P1.04","P2.04",2,2,0,2
"1593445","R1.044","R2.044","R3.037","P1.04","P2.04",2,3,0.333333333333333,3
"1593611","R1.044","R2.045","R3.011","P1.04","P2.04",1,1,0,1
"1593613","R1.044","R2.045","R3.013","P1.04","P2.04",2,2,0,2
"1593621","R1.044","R2.045","R3.021","P1.04","P2.04",1,1,0,1
"1593649","R1.044","R2.045","R3.049","P1.04","P2.04",1,1,0,1
"1594065","R1.044","R2.047","R3.081","P1.04","P2.04",1,1,0,1
"1594373","R1.044","R2.049","R3.005","P1.04","P2.04",1,1,0,1
"1594564","R1.044","R2.050","R3.004","P1.04","P2.04",1,1,0,1
"1594805","R1.044","R2.051","R3.053","P1.04","P2.04",1,1,0,1
"1594962","R1.044","R2.052","R3.018","P1.04","P2.04",1,1,0,1
"1595224","R1.044","R2.053","R3.088","P1.04","P2.04",1,1,0,1
"1595356","R1.044","R2.054","R3.028","P1.04","P2.04",1,1,0,1
"1595535","R1.044","R2.055","R3.015","P1.04","P2.04",1,1,0,1
"1595950","R1.044","R2.057","R3.046","P1.04","P2.04",1,1,0,1
"1596310","R1.044","R2.059","R3.022","P1.04","P2.04",1,1,0,1
"1596485","R1.044","R2.060","R3.005","P1.04","P2.04",1,1,0,1
"1596500","R1.044","R2.060","R3.020","P1.04","P2.04",2,2,0,2
"1596512","R1.044","R2.060","R3.032","P1.04","P2.04",1,1,0,1
"1596513","R1.044","R2.060","R3.033","P1.04","P2.04",1,1,0,1
"1596515","R1.044","R2.060","R3.035","P1.04","P2.04",1,1,0,1
"1596891","R1.044","R2.062","R3.027","P1.04","P2.04",2,2,0,2
"1596896","R1.044","R2.062","R3.032","P1.04","P2.04",1,2,0.5,1
"1596939","R1.044","R2.062","R3.075","P1.04","P2.04",1,1,0,1
"1597108","R1.044","R2.063","R3.052","P1.04","P2.04",1,1,0,1
"1597273","R1.044","R2.064","R3.025","P1.04","P2.04",1,1,0,1
"1597284","R1.044","R2.064","R3.036","P1.04","P2.04",1,1,0,1
"1597318","R1.044","R2.064","R3.070","P1.04","P2.04",1,3,0.666666666666667,1
"1597443","R1.044","R2.065","R3.003","P1.04","P2.04",1,1,0,1
"1597469","R1.044","R2.065","R3.029","P1.04","P2.04",1,1,0,1
"1597489","R1.044","R2.065","R3.049","P1.04","P2.04",1,1,0,1
"1597851","R1.044","R2.067","R3.027","P1.04","P2.04",1,1,0,1
"1597858","R1.044","R2.067","R3.034","P1.04","P2.04",1,1,0,1
"1598240","R1.044","R2.069","R3.032","P1.04","P2.04",1,1,0,1
"1598626","R1.044","R2.071","R3.034","P1.04","P2.04",1,1,0,1
"1598844","R1.044","R2.072","R3.060","P1.04","P2.04",1,1,0,1
"1599260","R1.044","R2.074","R3.092","P1.04","P2.04",1,1,0,1
"1599424","R1.044","R2.075","R3.064","P1.04","P2.04",1,1,0,1
"1599555","R1.044","R2.076","R3.003","P1.04","P2.04",1,1,0,1
"1599806","R1.044","R2.077","R3.062","P1.04","P2.04",1,1,0,1
"1599987","R1.044","R2.078","R3.051","P1.04","P2.04",1,1,0,1
"1600026","R1.044","R2.078","R3.090","P1.04","P2.04",1,1,0,1
"1600343","R1.044","R2.080","R3.023","P1.04","P2.04",1,1,0,1
"1601140","R1.044","R2.084","R3.052","P1.04","P2.04",1,1,0,1
"1601685","R1.044","R2.087","R3.021","P1.04","P2.04",1,1,0,1
"1602057","R1.044","R2.089","R3.009","P1.04","P2.04",1,1,0,1
"1602106","R1.044","R2.089","R3.058","P1.04","P2.04",1,2,0.5,1
"1602255","R1.044","R2.090","R3.015","P1.04","P2.04",1,1,0,1
"1602507","R1.044","R2.091","R3.075","P1.04","P2.04",1,1,0,1
"1602658","R1.044","R2.092","R3.034","P1.04","P2.04",1,1,0,1
"1602661","R1.044","R2.092","R3.037","P1.04","P2.04",2,2,0,2
"1602862","R1.044","R2.093","R3.046","P1.04","P2.04",1,1,0,1
"1603022","R1.044","R2.094","R3.014","P1.04","P2.04",1,2,0.5,1
"1622093","R1.045","R2.001","R3.077","P1.04","P2.04",1,1,0,1
"1622107","R1.045","R2.001","R3.091","P1.04","P2.04",1,1,0,1
"1622229","R1.045","R2.002","R3.021","P1.04","P2.04",1,1,0,1
"1622268","R1.045","R2.002","R3.060","P1.04","P2.04",1,1,0,1
"1622270","R1.045","R2.002","R3.062","P1.04","P2.04",1,1,0,1
"1622407","R1.045","R2.003","R3.007","P1.04","P2.04",1,2,0.5,1
"1622427","R1.045","R2.003","R3.027","P1.04","P2.04",1,1,0,1
"1622435","R1.045","R2.003","R3.035","P1.04","P2.04",2,2,0,2
"1622671","R1.045","R2.004","R3.079","P1.04","P2.04",1,1,0,1
"1622681","R1.045","R2.004","R3.089","P1.04","P2.04",1,2,0.5,1
"1623012","R1.045","R2.006","R3.036","P1.04","P2.04",1,1,0,1
"1623045","R1.045","R2.006","R3.069","P1.04","P2.04",1,1,0,1
"1623220","R1.045","R2.007","R3.052","P1.04","P2.04",1,1,0,1
"1623599","R1.045","R2.009","R3.047","P1.04","P2.04",1,1,0,1
"1623770","R1.045","R2.010","R3.026","P1.04","P2.04",1,1,0,1
"1623940","R1.045","R2.011","R3.004","P1.04","P2.04",2,2,0,2
"1623991","R1.045","R2.011","R3.055","P1.04","P2.04",1,1,0,1
"1624008","R1.045","R2.011","R3.072","P1.04","P2.04",1,1,0,1
"1624137","R1.045","R2.012","R3.009","P1.04","P2.04",4,5,0.2,11
"1624182","R1.045","R2.012","R3.054","P1.04","P2.04",1,1,0,1
"1624404","R1.045","R2.013","R3.084","P1.04","P2.04",3,3,0,3
"1624571","R1.045","R2.014","R3.059","P1.04","P2.04",1,1,0,1
"1624977","R1.045","R2.016","R3.081","P1.04","P2.04",2,3,0.333333333333333,3
"1625171","R1.045","R2.017","R3.083","P1.04","P2.04",1,2,0.5,1
"1626111","R1.045","R2.022","R3.063","P1.04","P2.04",1,1,0,1
"1626141","R1.045","R2.022","R3.093","P1.04","P2.04",1,1,0,1
"1626492","R1.045","R2.024","R3.060","P1.04","P2.04",1,1,0,1
"1626505","R1.045","R2.024","R3.073","P1.04","P2.04",1,1,0,1
"1626525","R1.045","R2.024","R3.093","P1.04","P2.04",1,1,0,1
"1626644","R1.045","R2.025","R3.020","P1.04","P2.04",1,1,0,1
"1626690","R1.045","R2.025","R3.066","P1.04","P2.04",1,1,0,1
"1626698","R1.045","R2.025","R3.074","P1.04","P2.04",1,1,0,1
"1626840","R1.045","R2.026","R3.024","P1.04","P2.04",1,1,0,1
"1626906","R1.045","R2.026","R3.090","P1.04","P2.04",1,1,0,1
"1627015","R1.045","R2.027","R3.007","P1.04","P2.04",1,1,0,1
"1627861","R1.045","R2.031","R3.085","P1.04","P2.04",1,1,0,1
"1628162","R1.045","R2.033","R3.002","P1.04","P2.04",1,2,0.5,1
"1628195","R1.045","R2.033","R3.035","P1.04","P2.04",1,1,0,1
"1628234","R1.045","R2.033","R3.074","P1.04","P2.04",1,1,0,1
"1628405","R1.045","R2.034","R3.053","P1.04","P2.04",1,1,0,1
"1628628","R1.045","R2.035","R3.084","P1.04","P2.04",1,1,0,1
"1628739","R1.045","R2.036","R3.003","P1.04","P2.04",1,1,0,1
"1628821","R1.045","R2.036","R3.085","P1.04","P2.04",1,1,0,1
"1628934","R1.045","R2.037","R3.006","P1.04","P2.04",1,1,0,1
"1628944","R1.045","R2.037","R3.016","P1.04","P2.04",1,2,0.5,1
"1629540","R1.045","R2.040","R3.036","P1.04","P2.04",1,1,0,1
"1629725","R1.045","R2.041","R3.029","P1.04","P2.04",1,1,0,1
"1629898","R1.045","R2.042","R3.010","P1.04","P2.04",1,1,0,1
"1629943","R1.045","R2.042","R3.055","P1.04","P2.04",1,1,0,1
"1630090","R1.045","R2.043","R3.010","P1.04","P2.04",1,1,0,1
"1630153","R1.045","R2.043","R3.073","P1.04","P2.04",3,5,0.4,4
"1630359","R1.045","R2.044","R3.087","P1.04","P2.04",1,1,0,1
"1630542","R1.045","R2.045","R3.078","P1.04","P2.04",1,1,0,1
"1630747","R1.045","R2.046","R3.091","P1.04","P2.04",1,1,0,1
"1631250","R1.045","R2.049","R3.018","P1.04","P2.04",1,1,0,1
"1631266","R1.045","R2.049","R3.034","P1.04","P2.04",1,1,0,1
"1631273","R1.045","R2.049","R3.041","P1.04","P2.04",1,1,0,1
"1631307","R1.045","R2.049","R3.075","P1.04","P2.04",1,2,0.5,1
"1631430","R1.045","R2.050","R3.006","P1.04","P2.04",1,1,0,1
"1631437","R1.045","R2.050","R3.013","P1.04","P2.04",1,2,0.5,1
"1631486","R1.045","R2.050","R3.062","P1.04","P2.04",1,1,0,1
"1631646","R1.045","R2.051","R3.030","P1.04","P2.04",2,2,0,2
"1632052","R1.045","R2.053","R3.052","P1.04","P2.04",1,1,0,1
"1632074","R1.045","R2.053","R3.074","P1.04","P2.04",1,1,0,1
"1632193","R1.045","R2.054","R3.001","P1.04","P2.04",1,2,0.5,1
"1632457","R1.045","R2.055","R3.073","P1.04","P2.04",2,2,0,2
"1633230","R1.045","R2.059","R3.078","P1.04","P2.04",1,1,0,1
"1633548","R1.045","R2.061","R3.012","P1.04","P2.04",1,1,0,1
"1633584","R1.045","R2.061","R3.048","P1.04","P2.04",1,1,0,1
"1633975","R1.045","R2.063","R3.055","P1.04","P2.04",2,2,0,2
"1633987","R1.045","R2.063","R3.067","P1.04","P2.04",1,1,0,1
"1634005","R1.045","R2.063","R3.085","P1.04","P2.04",1,1,0,1
"1634314","R1.045","R2.065","R3.010","P1.04","P2.04",3,4,0.25,7
"1634354","R1.045","R2.065","R3.050","P1.04","P2.04",1,1,0,1
"1634391","R1.045","R2.065","R3.087","P1.04","P2.04",1,1,0,1
"1634519","R1.045","R2.066","R3.023","P1.04","P2.04",1,1,0,1
"1634583","R1.045","R2.066","R3.087","P1.04","P2.04",1,1,0,1
"1634724","R1.045","R2.067","R3.036","P1.04","P2.04",1,1,0,1
"1634730","R1.045","R2.067","R3.042","P1.04","P2.04",1,1,0,1
"1634770","R1.045","R2.067","R3.082","P1.04","P2.04",1,1,0,1
"1634896","R1.045","R2.068","R3.016","P1.04","P2.04",1,1,0,1
"1634917","R1.045","R2.068","R3.037","P1.04","P2.04",1,1,0,1
"1634962","R1.045","R2.068","R3.082","P1.04","P2.04",1,1,0,1
"1634973","R1.045","R2.068","R3.093","P1.04","P2.04",1,1,0,1
"1634974","R1.045","R2.068","R3.094","P1.04","P2.04",2,2,0,2
"1635164","R1.045","R2.069","R3.092","P1.04","P2.04",3,4,0.25,7
"1635471","R1.045","R2.071","R3.015","P1.04","P2.04",1,1,0,1
"1635712","R1.045","R2.072","R3.064","P1.04","P2.04",1,1,0,1
"1635727","R1.045","R2.072","R3.079","P1.04","P2.04",1,1,0,1
"1635869","R1.045","R2.073","R3.029","P1.04","P2.04",1,1,0,1
"1635884","R1.045","R2.073","R3.044","P1.04","P2.04",2,3,0.333333333333333,3
"1635913","R1.045","R2.073","R3.073","P1.04","P2.04",1,1,0,1
